Throughput,errors,elapsed,Latency,VmPeak,VmRSS,VmSize,VmHWM,VmPTE,Threads,MemFree,Buffers,Cached,Active,Inactive,Dirty,Writeback,AnonPages,Mapped,Slab,PageTables,Committed_AS,NumOfAllocFH,proc_fd
"7,02988",0.0,39.0,3.75,208652,21864,208652,,156,1,1707248,102148,748412,264536,1742536,32,0,1142988,369724,186444,23256,5735860,7584,7584
"2,76243",0.0,17.0,1.5,208652,21864,208652,,156,1,1723536,102148,748416,264536,1735092,36,0,1135620,369280,186388,22828,5696860,7552,7552
"3,19489",0.0,21.33333333333333,1.6666666666666667,208652,21864,208652,,156,1,1711968,102156,748420,264544,1747680,36,0,1147652,369724,186232,22752,5715252,7584,7584
"5,71429",0.0,26.666666666666668,2.0,208652,21864,208652,,156,1,1716668,102164,748420,264552,1744868,36,0,1144552,369724,185924,22840,5718304,7584,7584
"3,75235",0.0,38.0,1.5,208652,21864,208652,,156,1,1710264,102172,748412,264552,1747220,36,0,1147408,369556,186144,23092,5718260,7584,7584
"6,30915",0.0,14.0,1.5,208652,21864,208652,,156,1,1705428,102180,748420,264584,1751512,40,0,1151736,369420,185992,22804,5700080,7584,7584
"15,07538",0.0,11.333333333333334,1.6666666666666667,208652,21864,208652,,156,1,1726016,102188,748424,264584,1734160,40,0,1134484,369320,186108,22872,5707184,7584,7584
"15,00000",0.0,7.0,1.3333333333333333,208652,21864,208652,,156,1,1721240,102188,748424,264576,1738996,40,0,1139236,369136,185972,22896,5705376,7584,7584
"19,60784",0.0,51.0,2.0,208652,21864,208652,,156,1,1730860,102196,748424,264584,1729920,40,0,1131064,369716,186172,23148,5715376,7616,7616
"10,10101",0.0,16.0,1.3333333333333333,208652,21864,208652,,156,1,1715292,102204,748428,264592,1741144,40,0,1141744,369304,186284,22892,5706188,7584,7584
"142,85714",0.0,7.0,1.0,208652,21864,208652,,156,1,1723636,102212,748428,264600,1732604,40,0,1133456,369136,185888,22808,5704368,7584,7552
"6,52529",0.0,88.0,2.25,208652,21864,208652,,156,1,1698332,102212,748428,264600,1759468,40,0,1159268,369640,186148,22924,5718324,7584,7552
"2,82885",0.0,14.0,1.5,208652,21864,208652,,156,1,1707460,102220,748428,264608,1758364,40,0,1158664,368760,186332,22848,5716236,7584,7584
"3,01508",0.0,67.0,2.333333333333333,208652,21864,208652,,156,1,1718456,102228,748436,264616,1744952,44,0,1145804,369796,186004,22780,5707980,7584,7584
"5,94059",0.0,1.0,1.0,208652,21864,208652,,156,1,1727532,102236,748436,264624,1744164,36,0,1144800,368880,186208,22984,5715228,7584,7552
"3,85356",0.0,31.5,1.5,208652,21864,208652,,156,1,1722412,102244,748436,264632,1747400,40,0,1147032,369728,185964,22996,5700876,7584,7584
"5,44959",0.0,40.5,1.5,208652,21864,208652,,156,1,1722132,102252,748440,264640,1743480,40,0,1143736,369724,186128,22816,5706932,7584,7584
"13,57466",0.0,25.0,1.0,208652,21864,208652,,156,1,1713092,102260,748440,264648,1745308,40,0,1146100,369808,185956,22816,5716212,7584,7584
"15,46392",0.0,1.3333333333333333,1.3333333333333333,208652,21864,208652,,156,1,1730920,102268,748440,264656,1730612,40,0,1130864,368632,186008,22900,5705736,7584,7584
"500,00000",0.0,2.0,2.0,208652,21864,208652,,156,1,1735732,102276,748444,264664,1721692,40,0,1122360,368968,185932,22732,5698460,7584,7584
"10,06711",0.0,2.0,2.0,208652,21864,208652,,156,1,1728620,102284,748444,264672,1737604,40,0,1138696,369724,185932,22816,5707680,7584,7584
"12,98701",0.0,77.0,3.0,208652,21864,208652,,156,1,1740224,102292,748444,264704,1741156,40,0,1141948,369784,186040,22716,5720192,7584,7584
"3,30761",0.0,13.333333333333334,1.0,208652,21864,208652,,156,1,1719420,102300,748444,264688,1744588,40,0,1144164,369052,186056,22848,5730416,7584,7584
"6,86106",0.0,33.75,3.0,208652,21864,208652,,156,1,1729876,102308,748448,264696,1748480,40,0,1146476,369640,186048,22848,5723504,7584,7584
"2,85307",0.0,12.5,1.5,208652,21864,208652,,156,1,1726100,102316,748448,264704,1748808,36,0,1149136,369724,186020,22932,5729548,7616,7584
"5,92885",0.0,7.333333333333333,2.0,208652,21864,208652,,156,1,1720424,102324,748448,264712,1739996,28,0,1140200,369092,186484,22864,5721768,7584,7584
"3,88350",0.0,14.0,2.5,208652,21864,208652,,156,1,1717960,102332,748456,264720,1756056,32,0,1156376,369724,185872,22848,5721364,7584,7584
"6,28931",0.0,11.5,2.0,208652,21864,208652,,156,1,1714772,102340,748456,264728,1744260,32,0,1145168,368884,185948,22768,5711012,7584,7584
"15,00000",0.0,14.666666666666666,1.3333333333333333,208652,21864,208652,,156,1,1708304,102348,748456,264736,1760880,32,0,1161620,369724,186084,23276,5731428,7584,7584
"14,15094",0.0,12.666666666666666,3.333333333333333,208652,21864,208652,,156,1,1719964,102356,748456,264744,1747260,24,0,1148988,369724,186100,23020,5720500,7584,7584
"500,00000",0.0,2.0,2.0,208652,21864,208652,,156,1,1702940,102364,748460,264752,1751532,36,0,1153508,368632,185932,22852,5710612,7584,7584
"9,28793",0.0,15.0,2.0,208652,21864,208652,,156,1,1723440,102372,748460,264760,1736460,36,0,1138520,369724,186088,22824,5709796,7584,7584
"500,00000",0.0,2.0,2.0,208652,21864,208652,,156,1,1701164,102380,748460,264768,1752608,36,0,1154632,369728,186172,22964,5712500,7584,7584
"3,31858",0.0,30.666666666666668,2.6666666666666665,208652,21864,208652,,156,1,1711192,102388,748464,264776,1737872,36,0,1140184,368884,186108,22824,5700112,7584,7584
"6,79117",0.0,51.0,1.5,208652,21864,208652,,156,1,1720612,102396,748464,264808,1739012,0,0,1141072,369752,186360,22832,5706208,7584,7584
"2,57069",0.0,50.5,2.0,208652,21864,208652,,156,1,1715184,102404,748464,264792,1740512,28,0,1143240,369052,186320,22904,5698856,7584,7584
"3,32963",0.0,3.333333333333333,0.6666666666666666,208652,21864,208652,,156,1,1730588,102412,748464,264800,1744200,28,0,1146256,369052,185940,22816,5698532,7584,7584
"5,76923",0.0,79.0,4.333333333333333,208652,21864,208652,,156,1,1730972,102420,748468,264808,1734088,28,0,1136560,369640,185912,22896,5705236,7584,7584
"3,99202",0.0,35.0,2.5,208652,21864,208652,,156,1,1721124,102428,748472,264816,1750256,32,0,1152724,369136,185912,22824,5708708,7584,7584
"15,00000",0.0,25.33333333333333,2.0,208652,21864,208652,,156,1,1711752,102436,748472,264824,1753004,32,0,1155448,369052,186020,22984,5720028,7584,7584
"10,34483",0.0,61.66666666666666,2.333333333333333,208652,21864,208652,,156,1,1702116,102444,748476,264832,1770728,36,0,1172688,369724,186048,22768,5721500,7584,7552
"166,66667",0.0,6.0,1.0,208652,21864,208652,,156,1,1731068,102452,748476,264840,1739016,36,0,1141820,369640,185980,22676,5720440,7584,7584
"9,86842",0.0,10.0,1.6666666666666667,208652,21864,208652,,156,1,1722024,102460,748476,264848,1742780,36,0,1145076,369640,185808,22848,5722724,7616,7552
"500,00000",0.0,2.0,2.0,208652,21864,208652,,156,1,1742340,102468,748480,264856,1733324,36,0,1135404,368884,186060,22832,5711248,7584,7584
"3,08642",0.0,32.333333333333336,2.333333333333333,208652,21864,208652,,156,1,1725900,102476,748480,264864,1737224,36,0,1139360,369388,185988,22656,5710412,7584,7584
"7,00525",0.0,35.25,3.25,208652,21864,208652,,156,1,1728492,102484,748480,264872,1727232,28,0,1129104,369640,186056,22992,5718748,7616,7584
"2,85307",0.0,1.5,1.5,208652,21864,208652,,156,1,1723892,102492,748480,264880,1743524,28,0,1145684,369716,186276,22992,5719268,7584,7552
"3,32963",0.0,4.666666666666667,1.3333333333333333,208652,21864,208652,,156,1,1735688,102500,748484,264912,1729236,28,0,1131816,369144,185864,22964,5700032,7584,7584
"6,03622",0.0,37.66666666666666,2.6666666666666665,208652,21864,208652,,156,1,1737540,102508,748484,264896,1733820,28,0,1136276,368884,186020,22732,5715900,7584,7584
"3,49650",0.0,46.5,2.5,208652,21864,208652,,156,1,1721048,102516,748484,264904,1736728,4,0,1139380,368884,185992,22740,5699216,7584,7584
"6,62252",0.0,37.5,2.5,208652,21864,208652,,156,1,1729884,102524,748488,264912,1738652,28,0,1141056,369724,186020,22804,5715116,7584,7584
"15,22843",0.0,25.666666666666668,2.0,208652,21864,208652,,156,1,1737984,102532,748492,264920,1723960,32,0,1127552,369724,186140,22988,5707824,7584,7584
"34,48276",0.0,29.0,1.0,208652,21864,208652,,156,1,1727496,102540,748492,264928,1741528,32,0,1143556,368884,186036,22904,5701064,7584,7584
"10,10101",0.0,2.6666666666666665,1.3333333333333333,208652,21864,208652,,156,1,1732608,102548,748492,264936,1734804,36,0,1136580,369640,186332,22900,5715212,7584,7584
"500,00000",0.0,2.0,2.0,208652,21864,208652,,156,1,1723620,102556,748496,264944,1751880,12,0,1154660,369724,186184,22848,5727256,7584,7584
"3,10238",0.0,30.33333333333333,3.0,208652,21864,208652,,156,1,1726316,102564,748496,264952,1753932,36,0,1156316,369724,185980,22848,5721852,7552,7552
"7,46269",0.0,22.0,4.0,208652,21864,208652,,156,1,1718884,102572,748496,264960,1757564,40,0,1159844,368884,186480,23096,5720624,7584,7584
"2,78552",0.0,45.0,2.5,208652,21864,208652,,156,1,1728216,102580,748500,264968,1746760,40,0,1149452,369724,186084,22760,5719080,7584,7584
"3,28228",0.0,12.0,2.0,208652,21864,208652,,156,1,1713660,102588,748500,264976,1763484,40,0,1166228,369724,186064,22932,5722528,7552,7552
"5,90551",0.0,11.666666666666666,2.333333333333333,208652,21864,208652,,156,1,1714836,102596,748500,264984,1742016,8,0,1144288,369724,186044,22824,5709164,7584,7584
"3,78788",0.0,16.0,2.0,208652,21864,208652,,156,1,1704788,102604,748496,264984,1758764,28,0,1161000,369632,185740,22740,5710708,7584,7584
"6,04230",0.0,25.5,2.5,208652,21864,208652,,156,1,1726252,102612,748504,265000,1743084,32,0,1145400,369388,185992,23000,5712536,7552,7552
"15,00000",0.0,27.0,2.333333333333333,208652,21864,208652,,156,1,1719916,102620,748504,265008,1746600,36,0,1149792,369724,186000,22840,5716240,7584,7552
"10,45296",0.0,42.0,3.333333333333333,208652,21864,208652,,156,1,1719620,102628,748508,265016,1749556,40,0,1151320,369724,185972,22836,5716620,7584,7584
"47,61905",0.0,21.0,2.0,208652,21864,208652,,156,1,1710480,102636,748512,265024,1753508,12,0,1155516,369728,185836,22828,5709952,7584,7584
"34,48276",0.0,29.0,1.0,208652,21864,208652,,156,1,1743596,102644,748512,265032,1721012,28,0,1123188,369716,185784,22960,5723552,7584,7584
"3,24324",0.0,14.0,2.0,208652,21864,208652,,156,1,1722496,102652,748512,265036,1738088,40,0,1141100,369132,185884,23020,5717708,7584,7584
"7,00525",0.0,37.0,2.0,208652,21864,208652,,156,1,1730352,102660,748516,265048,1728552,40,0,1131112,369720,186052,23044,5719096,7584,7552
"2,77008",0.0,11.0,2.5,208652,21864,208652,,156,1,1735552,102668,748516,265052,1732564,40,0,1134552,369692,185824,22868,5727300,7584,7584
"3,11526",0.0,33.666666666666664,3.333333333333333,208652,21864,208652,,156,1,1729292,102676,748516,265064,1734404,8,0,1136660,369728,185896,22976,5732836,7584,7584
"5,51471",0.0,48.66666666666666,2.0,208652,21864,208652,,156,1,1723892,102684,748516,265072,1738592,32,0,1140480,368936,186172,22960,5731544,7584,7584
"3,92157",0.0,7.0,1.5,208652,21864,208652,,156,1,1738780,102692,748520,265080,1726932,32,0,1129100,369636,185964,22892,5732300,7584,7584
"6,55738",0.0,5.5,1.5,208652,21864,208652,,156,1,1720188,102700,748520,265092,1744268,32,0,1147548,369804,185868,22884,5735172,7584,7584
"14,77833",0.0,27.33333333333333,1.6666666666666667,208652,21864,208652,,156,1,1732864,102708,748520,265096,1732720,32,0,1134852,369748,185952,22984,5733612,7584,7584
"14,28571",0.0,28.0,1.6666666666666667,208652,21864,208652,,156,1,1733452,102716,748524,265104,1736712,8,0,1139548,369724,186180,23220,5755100,7616,7616
"14,08451",0.0,71.0,3.0,208652,21864,208652,,156,1,1714776,102724,748524,265112,1753384,32,0,1155800,369640,186060,22920,5742244,7584,7584
"8,62069",0.0,49.333333333333336,2.0,208652,21864,208652,,156,1,1717872,102732,749032,265116,1745920,36,0,1148328,370228,186136,22876,5744772,7584,7584
"40,00000",0.0,25.0,1.0,208652,21864,208652,,156,1,1697368,102740,749048,267176,1767052,48,0,1170876,370096,186324,23300,5811952,7680,7680
"7,96813",0.0,2.0,1.25,208652,21864,208652,,156,1,1613376,102780,754492,269124,1835812,1420,44,1236504,376844,187680,24800,6214116,8576,8576
"2,79330",0.0,8.5,2.5,208652,21864,208652,,156,1,1617780,102788,754516,269164,1827344,1300,0,1228176,376840,187596,24568,6201796,8608,8576
"3,18810",0.0,16.333333333333332,1.6666666666666667,208652,21864,208652,,156,1,1636064,102796,754516,269164,1810652,1316,0,1210540,376816,187496,24600,6186204,8576,8576
"5,23560",0.0,37.66666666666666,1.6666666666666667,208652,21864,208652,,156,1,1615940,102804,754080,269176,1838344,1328,0,1238168,376392,187440,24096,6184824,8544,8544
"3,50877",0.0,45.5,2.0,208652,21864,208652,,156,1,1623904,102812,754072,269176,1830356,1288,0,1230600,376368,187148,23884,6166176,8544,8544
"5,44959",0.0,37.0,1.5,208652,21864,208652,,156,1,1603600,102820,754072,269180,1847380,56,0,1247620,375412,187224,23860,6162004,8544,8544
"15,38462",0.0,14.666666666666666,1.0,208652,21864,208652,,156,1,1619012,102828,754012,269188,1830160,104,0,1230852,376284,187228,23644,6147076,8544,8544
"50,00000",0.0,20.0,3.0,208652,21864,208652,,156,1,1621876,102836,754016,269192,1823348,104,0,1224396,376288,187064,23684,6135008,8544,8544
"10,00000",0.0,12.4,1.4,208652,21872,208652,,152,1,1716668,99552,745340,327260,1686040,44,0,1140776,377752,184656,21508,5641088,7808,7776
"5,98802",0.0,9.666666666666666,1.3333333333333333,208652,21872,208652,,152,1,1712816,99568,753856,327332,1686240,96,0,1139364,378424,184856,22152,5662076,7808,7808
"9,05797",0.0,14.0,1.4,208652,21872,208652,,152,1,1713588,99576,755584,327356,1693260,8,0,1144384,380428,186172,23096,5728316,7840,7840
"4,26439",0.0,22.5,1.5,208652,21872,208652,,152,1,1709976,99584,756608,327348,1698168,28,0,1146156,381560,186256,23284,5733560,7872,7872
"8,49858",0.0,21.666666666666668,1.1666666666666667,208652,21872,208652,,152,1,1703580,99592,756608,327356,1696956,28,0,1145668,381560,186212,23284,5733236,7872,7872
"4,96278",0.0,12.0,1.5,208652,21872,208652,,152,1,1686580,99600,754516,327372,1697008,32,0,1146500,379548,186248,23372,5739736,7840,7840
"5,79151",0.0,15.333333333333334,1.3333333333333333,208652,21872,208652,,152,1,1708908,99608,754516,327380,1686064,40,0,1136404,378620,186660,23572,5744760,7872,7872
"8,43882",0.0,12.833333333333334,1.3333333333333333,208652,21872,208652,,152,1,1707868,99616,753748,327388,1687480,40,0,1137840,376992,186860,23936,5773252,7840,7840
"6,55738",0.0,17.0,1.5,208652,21872,208652,,152,1,1707860,99624,746296,327396,1676820,44,0,1136204,370288,187104,23992,5770700,7776,7776
"8,98876",0.0,14.75,1.5,208652,21872,208652,,152,1,1686564,99640,759436,327412,1702724,52,0,1149560,383428,187188,24228,5800432,7936,7936
"4,92611",0.0,20.5,1.5,208652,21872,208652,,152,1,1690600,99656,759436,327428,1703816,48,0,1148764,382924,187368,24228,5791692,7936,7936
"2,19298",0.0,7.5,1.5,208652,21872,208652,,152,1,1687144,99664,759692,327436,1702352,48,0,1147940,382928,187200,24144,5800888,7936,7936
"4,00000",0.0,21.666666666666668,2.0,208652,21872,208652,,152,1,1698436,99672,759696,328872,1687636,48,0,1135632,382844,187404,24036,5772516,7904,7904
"4,46429",0.0,1.5,1.5,208652,21872,208652,,152,1,1695692,99680,759632,332484,1687644,24,0,1137224,382864,187016,23788,5771132,7936,7904
"166,66667",0.0,6.0,2.0,208652,21872,208652,,152,1,1696488,99688,752848,332492,1680932,108,0,1138496,376932,187416,23624,5756724,7840,7840
"9,64630",0.0,22.33333333333333,1.3333333333333333,208652,21872,208652,,152,1,1718712,99696,746740,332540,1668892,196,0,1132328,371564,187096,23620,5741384,7808,7808
"18,86792",0.0,53.0,2.0,208652,21872,208652,,152,1,1725536,99704,746744,332544,1669236,196,0,1134780,371588,186896,23568,5732100,7776,7776
"39,21569",0.0,25.5,1.5,208652,21872,208652,,152,1,1730768,99712,746736,332540,1670708,196,0,1135792,370420,186764,23536,5725352,7808,7808
"4,83092",0.0,24.0,1.5,208652,21872,208652,,152,1,1726876,99720,746748,332552,1671468,176,0,1135972,371564,186756,23244,5716196,7776,7776
"6,68896",0.0,3.5,1.5,208652,21872,208652,,152,1,1722808,99728,746752,332560,1669356,28,0,1135104,371564,186488,23040,5708308,7808,7808
"9,04977",0.0,27.25,2.0,208652,21872,208652,,152,1,1722808,99736,746752,332568,1670040,32,0,1134568,370724,186612,22960,5690596,7776,7776
"4,33839",0.0,33.0,1.5,208652,21872,208652,,152,1,1718584,99744,746752,332576,1672888,48,0,1136700,370724,186636,23084,5700636,7808,7808
"2,21484",0.0,1.5,1.5,208652,21872,208652,,152,1,1700428,99772,752260,337652,1688308,240,0,1152924,371568,187124,23036,5714700,7808,7808
"4,27350",0.0,10.0,1.3333333333333333,208652,21872,208652,,152,1,1697588,99784,752264,337664,1685248,292,0,1149600,370812,187008,23112,5716388,7776,7776
"4,46927",0.0,26.25,1.5,208652,21872,208652,,152,1,1696572,99792,752264,337672,1687196,292,0,1150636,371568,187336,22948,5705376,7776,7776
"20,40816",0.0,49.0,2.0,208652,21872,208652,,152,1,1694604,99800,752264,337680,1686000,292,0,1151624,371568,187272,23032,5724316,7808,7808
"9,70874",0.0,3.0,1.3333333333333333,208652,21872,208652,,152,1,1701520,99808,752268,337688,1676844,292,0,1140584,371568,186940,23112,5704968,7808,7808
"1000,00000",0.0,1.0,1.0,208652,21872,208652,,152,1,1700788,99816,752268,337696,1677172,284,0,1142208,371400,186948,23096,5702892,7776,7776
"45,45455",0.0,22.0,1.0,208652,21872,208652,,152,1,1698028,99824,752268,337704,1677368,284,0,1140816,371484,187296,23020,5704108,7808,7808
"4,54545",0.0,21.0,1.5,208652,21872,208652,,152,1,1695884,99832,752272,337716,1677668,288,0,1142308,371624,187244,22944,5703480,7808,7808
"18,77934",0.0,7.5,2.0,208652,21872,208652,,152,1,1702312,99840,752276,337720,1676388,288,0,1140832,371596,186984,23080,5700232,7808,7808
"5,74713",0.0,28.5,2.0,208652,21872,208652,,152,1,1695968,99848,752276,337728,1677176,292,0,1141280,371652,187304,22924,5701464,7808,7808
"9,56938",0.0,14.75,1.75,208652,21872,208652,,152,1,1710748,99856,752276,337736,1674132,188,0,1142912,371484,187244,23252,5700572,7808,7808
"4,73934",0.0,40.0,2.5,208652,21872,208652,,152,1,1728468,99864,752280,337752,1676936,216,0,1140684,370996,187128,23056,5699700,7776,7776
"4,27350",0.0,18.0,1.6666666666666667,208652,21872,208652,,152,1,1725772,99872,752280,337752,1677788,216,0,1141900,372156,187112,23084,5691792,7776,7776
"4,44939",0.0,8.25,1.25,208652,21872,208652,,152,1,1717904,99880,752280,337760,1675264,216,0,1139868,371568,187240,22916,5701388,7776,7808
"500,00000",0.0,2.0,2.0,208652,21872,208652,,152,1,1725152,99888,752220,337768,1672548,216,0,1137712,371592,187300,23084,5708212,7776,7776
"9,64630",0.0,4.0,1.3333333333333333,208652,21872,208652,,152,1,1735188,99896,752224,337776,1666608,216,0,1131044,371508,187392,22924,5701300,7776,7776
"100,00000",0.0,10.0,2.0,208652,21872,208652,,152,1,1731720,99904,752224,337784,1666572,216,0,1131300,371508,187264,22920,5702468,7776,7776
"42,55319",0.0,41.5,1.0,208652,21872,208652,,152,1,1730292,99912,752224,337792,1663660,216,0,1128200,370668,187300,23008,5701504,7776,7776
"4,90196",0.0,6.0,2.0,208652,21872,208652,,152,1,1728904,99920,752228,337800,1665312,216,0,1130204,371508,187336,23000,5692988,7776,7776
"19,60784",0.0,2.0,2.0,208652,21872,208652,,152,1,1725796,99928,752232,337808,1666428,224,0,1131328,371508,187452,23172,5710548,7808,7808
"6,32911",0.0,27.0,2.0,208652,21872,208652,,152,1,1732024,99936,752232,337816,1668764,224,0,1133336,371508,187360,23008,5700020,7776,7776
"9,77995",0.0,12.25,1.75,208652,21872,208652,,152,1,1730280,99944,752232,337824,1665852,212,0,1130924,370668,187576,23172,5691556,7776,7776
"4,84262",0.0,8.5,2.0,208652,21872,208652,,152,1,1729064,99952,752236,337836,1667584,212,0,1132088,370696,187452,22940,5700188,7776,7776
"2,21976",0.0,28.5,1.5,208652,21872,208652,,152,1,1721480,99960,752236,337840,1669316,212,0,1132912,370680,187504,22932,5709372,7776,7776
"4,26743",0.0,9.0,1.3333333333333333,208652,21872,208652,,152,1,1730960,99968,752236,337848,1669340,220,0,1135276,371592,187416,23176,5709492,7808,7776
"4,02685",0.0,36.66666666666666,1.6666666666666667,208652,21872,208652,,152,1,1733364,99976,752228,337852,1668232,220,60,1131864,370680,187232,22932,5694128,7776,7776
"2,62123",0.0,46.0,2.0,208652,21872,208652,,152,1,1724460,99984,752240,337864,1666892,208,0,1132668,371508,187316,23088,5699604,7776,7776
"26,31579",0.0,38.0,1.0,208652,21872,208652,,152,1,1721688,99992,752240,337872,1670216,208,0,1135028,370752,187328,23004,5701244,7776,7776
"100,00000",0.0,14.5,2.0,208652,21872,208652,,152,1,1718200,100024,752240,337904,1670436,40,0,1137588,371508,187324,23172,5701808,7776,7776
"4,87805",0.0,1.0,1.0,208652,21872,208652,,152,1,1718820,100032,752244,337912,1670244,56,0,1135704,371508,187388,22836,5692956,7776,7776
"19,23077",0.0,14.25,2.0,208652,21872,208652,,152,1,1717812,100040,752244,337920,1673012,56,0,1137976,370668,187264,22836,5701384,7808,7808
"6,13497",0.0,32.0,1.0,208652,21872,208652,,152,1,1722104,100048,752244,337928,1674312,24,0,1139516,371508,187252,23008,5692068,7776,7776
"8,98876",0.0,19.25,2.25,208652,21872,208652,,152,1,1714556,100056,752248,337936,1676184,28,0,1140012,371508,187352,23092,5701688,7776,7776
"4,98753",0.0,19.5,1.0,208652,21872,208652,,152,1,1731488,100064,752252,337944,1671956,28,0,1136796,371508,187676,23008,5700948,7776,7776
"2,21729",0.0,2.0,2.0,208652,21872,208652,,152,1,1724428,100072,752252,337952,1669268,24,0,1136368,371592,187452,23004,5702576,7808,7808
"4,23729",0.0,27.33333333333333,1.3333333333333333,208652,21872,208652,,152,1,1718796,100080,752252,337960,1673112,32,0,1137076,371552,187372,23108,5710796,7808,7808
"4,29799",0.0,21.666666666666668,1.6666666666666667,208652,21872,208652,,152,1,1729924,100088,752256,337968,1672188,32,0,1136908,371592,187660,23092,5703928,7808,7808
"2,84091",0.0,5.5,2.0,208652,21872,208652,,152,1,1725952,100096,752256,337976,1671100,32,0,1138564,371508,187476,22956,5701872,7808,7808
"9,67742",0.0,8.333333333333334,1.6666666666666667,208652,21872,208652,,152,1,1721468,100104,752256,337984,1674640,32,0,1139004,371508,187444,22960,5702152,7808,7808
"25,64103",0.0,39.0,2.0,208652,21872,208652,,152,1,1714888,100112,752256,337992,1676544,32,0,1141332,371508,187496,23000,5694640,7776,7776
"285,71429",0.0,1.5,1.5,208652,21872,208652,,152,1,1713880,100120,752256,337992,1677380,0,0,1142676,371500,187320,23016,5703668,7776,7776
"19,70443",0.0,3.0,1.25,208652,21872,208652,,152,1,1717136,100128,752260,338008,1676348,32,0,1140632,371508,187452,23000,5703684,7776,7776
"6,45161",0.0,6.5,1.5,208652,21872,208652,,152,1,1712960,100136,752260,338016,1676396,32,0,1140868,371508,187400,23016,5704344,7808,7808
"9,66184",0.0,18.0,1.75,208652,21872,208652,,152,1,1721312,100144,752264,338024,1677780,32,0,1142800,371508,187436,22840,5703292,7776,7776
"4,83092",0.0,6.5,1.5,208652,21872,208652,,152,1,1712392,100152,752268,338028,1679868,36,0,1144252,370668,187304,22888,5694600,7776,7776
"2,20994",0.0,6.5,2.0,208652,21872,208652,,152,1,1726356,100160,752268,338036,1676024,36,0,1140204,371508,187164,22964,5689480,7808,7808
"4,32277",0.0,15.666666666666666,1.3333333333333333,208652,21872,208652,,152,1,1722376,100168,752268,338044,1677408,36,0,1142244,371592,187376,23136,5696864,7808,7776
"3,97351",0.0,25.0,1.6666666666666667,208652,21872,208652,,152,1,1715908,100176,752272,338052,1679992,36,0,1144680,370668,187260,22968,5696224,7776,7776
"2,84091",0.0,1.5,1.5,208652,21872,208652,,152,1,1713180,100184,752272,338060,1677784,36,0,1142324,370668,187264,22912,5696496,7808,7808
"9,64630",0.0,1.3333333333333333,1.3333333333333333,208652,21872,208652,,152,1,1715924,100192,752272,338068,1672012,28,0,1136640,370416,187220,23092,5704728,7776,7776
"125,00000",0.0,8.0,2.0,208652,21872,208652,,152,1,1717152,100200,752276,338076,1668640,32,0,1133660,371500,186940,22944,5705388,7776,7776
"34,48276",0.0,35.5,2.0,208652,21872,208652,,152,1,1723560,100208,752276,338084,1670816,32,0,1135500,371512,187276,22924,5705008,7808,7808
"4,48430",0.0,36.5,2.0,208652,21872,208652,,152,1,1729120,100216,752276,338092,1673236,32,0,1137164,371468,187004,23028,5698852,7808,7776
"18,95735",0.0,7.0,2.25,208652,21872,208652,,152,1,1719440,100224,752276,338100,1674736,32,0,1140048,371568,187352,23272,5705964,7776,7776
"6,51466",0.0,2.0,2.0,208652,21872,208652,,152,1,1717940,100232,752280,338108,1670848,28,0,1135540,371508,186972,23016,5707104,7776,7776
"8,96861",0.0,17.0,2.0,208652,21872,208652,,152,1,1716372,100240,752344,338108,1670676,32,0,1138868,371536,187376,23040,5707596,7776,7776
"2,21729",0.0,2.5,2.5,208652,21872,208652,,152,1,1715640,100248,752284,338120,1671092,36,0,1136220,371592,187132,22896,5699456,7776,7776
"4,32900",0.0,17.0,1.3333333333333333,208652,21872,208652,,152,1,1715388,100256,752288,338128,1672144,36,0,1136416,370416,187076,22976,5700796,7808,7776
"4,46429",0.0,12.25,1.25,208652,21872,208652,,152,1,1726192,100264,752288,338136,1669816,36,0,1133992,371508,187028,23060,5692540,7808,7808
"1000,00000",0.0,1.0,1.0,208652,21872,208652,,152,1,1716996,100272,752288,338144,1672220,8,0,1136800,371508,186972,23020,5717748,7776,7776
"9,43396",0.0,21.33333333333333,1.6666666666666667,208652,21872,208652,,152,1,1713748,100280,752288,338152,1673884,32,0,1137872,371508,187068,23028,5709880,7776,7776
"200,00000",0.0,5.0,1.0,208652,21872,208652,,152,1,1717332,100288,752292,338160,1675488,32,0,1139688,370920,187120,23024,5713028,7808,7808
"2000,00000",0.0,1.0,1.0,208652,21872,208652,,152,1,1711280,100296,752292,338168,1676960,32,0,1142636,370668,187104,23108,5712960,7808,7808
"4,93827",0.0,5.0,1.5,208652,21872,208652,,152,1,1708004,100304,752292,338176,1675496,32,0,1139672,371508,187012,23108,5713612,7808,7808
"19,70443",0.0,71.25,2.0,208652,21872,208652,,152,1,1714276,100320,752288,338184,1679256,32,0,1139084,371540,187184,23016,5720424,7776,7776
"6,60066",0.0,20.5,2.0,208652,21872,208652,,152,1,1717776,100328,752296,338200,1680832,36,0,1141940,371520,187356,22960,5722272,7776,7776
"9,36768",0.0,24.75,1.75,208652,21872,208652,,152,1,1707764,100336,752296,338212,1683380,36,0,1144632,371576,186880,22860,5715692,7808,7776
"4,48430",0.0,28.0,1.0,208652,21872,208652,,152,1,1712272,100344,752296,338212,1679868,36,0,1141488,371500,186848,22820,5712784,7776,7776
"2,21976",0.0,7.5,1.5,208652,21872,208652,,152,1,1710800,100352,752300,338220,1682708,36,0,1144480,370668,186836,22820,5716612,7776,7776
